method,label,category,wire,weighting,role,loss_nats,H_loss_nats,H_minus_method_nats,anchor_losses_json,anchor_H_losses_json,anchor_canonical_json,anchor_aggregate_report_sha256_json,selection_lock_sha256,development_only,comparison_scope
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,U,utility:A/same_residence,0.4910154268073403,0.5279480627552794,0.03693263594793911,"[0.49419172243064596,0.4864028775271752,0.4924516804641995]","[0.5305128933496943,0.5242797932521767,0.529051501663967]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,U,attack:A/SEX,0.6883762717329921,0.6891862165620525,0.0008099448290603828,"[0.6850579946927384,0.6868928422251206,0.6931779782811173]","[0.6872233320565564,0.6885122870397847,0.6918230305898162]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,U,attack:A/RAC1P,1.2907602247017822,1.29035731680304,-0.0004029078987421997,"[1.2980539739565906,1.2848166794807514,1.2894100206680048]","[1.2980539739565906,1.2836079557845248,1.2894100206680048]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,U,attack:AB/SEX,0.6877412849241863,0.6911249225791442,0.0033836376549578606,"[0.6820331179605458,0.6890621099776245,0.6921286268343886]","[0.6910400535430347,0.6902060873600093,0.6921286268343886]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,U,attack:AB/RAC1P,1.273743893870617,1.2726268638981353,-0.0011170299724816424,"[1.2726276451730927,1.272752701609359,1.275851334829399]","[1.2726276451730927,1.269401611691914,1.275851334829399]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,PWGTP,utility:A/same_residence,0.46492499991366887,0.5040369220655553,0.039111922151886414,"[0.46814217009657877,0.4573983368579224,0.4692344927865054]","[0.5094748860755409,0.49740766808427195,0.5052282120368531]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,PWGTP,attack:A/SEX,0.687299566603838,0.6874126888787053,0.00011312227486737214,"[0.6826527585212399,0.6861195955345111,0.693126345755763]","[0.685536611275387,0.6857319181281643,0.6909695372325648]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,PWGTP,attack:A/RAC1P,1.2945323547757495,1.2935196476151347,-0.0010127071606147453,"[1.3074815983060426,1.283849552249424,1.2922659137717816]","[1.3074815983060426,1.28081143076758,1.2922659137717816]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,PWGTP,attack:AB/SEX,0.6871662648355802,0.6890930317957947,0.0019267669602145432,"[0.6818056859636523,0.6882814965457251,0.6914116119973635]","[0.6882325009820122,0.6876349824080088,0.6914116119973635]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_GRADIENT_001,Gradient,matched_control,17-token T0,PWGTP,attack:AB/RAC1P,1.2843235362095395,1.283992931808909,-0.0003306044006305964,"[1.2922574796882218,1.272161712010731,1.2885514169296661]","[1.2922574796882218,1.2711698988088393,1.2885514169296661]","[""A_control_GRADIENT_000"",""A_control_GRADIENT_001"",""A_control_GRADIENT_001""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,U,utility:A/same_residence,0.4893815192408237,0.5279480627552794,0.03856654351445571,"[0.49043278166785653,0.4834853224503217,0.4942264536042926]","[0.5305128933496943,0.5242797932521767,0.529051501663967]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,U,attack:A/SEX,0.6862326055459422,0.6891862165620525,0.002953611016110247,"[0.6817194820939374,0.689235999303498,0.6877423352403913]","[0.6872233320565564,0.6885122870397847,0.6918230305898162]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,U,attack:A/RAC1P,1.2896219617160503,1.29035731680304,0.0007353550869897418,"[1.2980539739565906,1.2814018905235551,1.2894100206680048]","[1.2980539739565906,1.2836079557845248,1.2894100206680048]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,U,attack:AB/SEX,0.6866574980224701,0.6911249225791442,0.004467424556674038,"[0.6796170282911496,0.6882268389418721,0.6921286268343886]","[0.6910400535430347,0.6902060873600093,0.6921286268343886]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,U,attack:AB/RAC1P,1.2718965824576365,1.2726268638981353,0.0007302814404988034,"[1.2726276451730927,1.267210767370418,1.275851334829399]","[1.2726276451730927,1.269401611691914,1.275851334829399]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,PWGTP,utility:A/same_residence,0.4639809329932052,0.5040369220655553,0.040055989072350084,"[0.466775128418516,0.4552220993127836,0.46994557124831604]","[0.5094748860755409,0.49740766808427195,0.5052282120368531]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,PWGTP,attack:A/SEX,0.6860870097149209,0.6874126888787053,0.0013256791637844545,"[0.681033944530371,0.6882064399548057,0.6890206446595859]","[0.685536611275387,0.6857319181281643,0.6909695372325648]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,PWGTP,attack:A/RAC1P,1.2931312870239104,1.2935196476151347,0.00038836059122426825,"[1.3074815983060426,1.279646348993907,1.2922659137717816]","[1.3074815983060426,1.28081143076758,1.2922659137717816]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,PWGTP,attack:AB/SEX,0.6862309224323172,0.6890930317957947,0.0028621093634775274,"[0.6787564334007165,0.6885247218988717,0.6914116119973635]","[0.6882325009820122,0.6876349824080088,0.6914116119973635]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
A_control_historical_Q,Historical Q,matched_control,17-token T0,PWGTP,attack:AB/RAC1P,1.2836081108897408,1.283992931808909,0.00038482091916813843,"[1.2922574796882218,1.2700154360513343,1.2885514169296661]","[1.2922574796882218,1.2711698988088393,1.2885514169296661]","[""A_control_historical_Q"",""A_control_historical_Q"",""A_control_historical_Q""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,matched_T0_17_token
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,U,utility:A/same_residence,0.48839082843847725,0.5279480627552794,0.03955723431680214,"[0.4917625269187442,0.4835016127727299,0.4899083456239575]","[0.5305128933496943,0.5242797932521767,0.529051501663967]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,U,attack:A/SEX,0.6891862165620525,0.6891862165620525,0.0,"[0.6872233320565564,0.6885122870397847,0.6918230305898162]","[0.6872233320565564,0.6885122870397847,0.6918230305898162]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,U,attack:A/RAC1P,1.29035731680304,1.29035731680304,0.0,"[1.2980539739565906,1.2836079557845248,1.2894100206680048]","[1.2980539739565906,1.2836079557845248,1.2894100206680048]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,U,attack:AB/SEX,0.6911249225791442,0.6911249225791442,0.0,"[0.6910400535430347,0.6902060873600093,0.6921286268343886]","[0.6910400535430347,0.6902060873600093,0.6921286268343886]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,U,attack:AB/RAC1P,1.2726268638981353,1.2726268638981353,0.0,"[1.2726276451730927,1.269401611691914,1.275851334829399]","[1.2726276451730927,1.269401611691914,1.275851334829399]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,PWGTP,utility:A/same_residence,0.4626983208773958,0.5040369220655553,0.04133860118815946,"[0.46919661662077755,0.45326046916769797,0.465637876843712]","[0.5094748860755409,0.49740766808427195,0.5052282120368531]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,PWGTP,attack:A/SEX,0.6874126888787053,0.6874126888787053,0.0,"[0.685536611275387,0.6857319181281643,0.6909695372325648]","[0.685536611275387,0.6857319181281643,0.6909695372325648]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,PWGTP,attack:A/RAC1P,1.2935196476151347,1.2935196476151347,0.0,"[1.3074815983060426,1.28081143076758,1.2922659137717816]","[1.3074815983060426,1.28081143076758,1.2922659137717816]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,PWGTP,attack:AB/SEX,0.6890930317957947,0.6890930317957947,0.0,"[0.6882325009820122,0.6876349824080088,0.6914116119973635]","[0.6882325009820122,0.6876349824080088,0.6914116119973635]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
TaskOnly,Task-only,different_encoder_access,17-token raw-input encoder,PWGTP,attack:AB/RAC1P,1.283992931808909,1.283992931808909,0.0,"[1.2922574796882218,1.2711698988088393,1.2885514169296661]","[1.2922574796882218,1.2711698988088393,1.2885514169296661]","[""TaskOnly"",""TaskOnly"",""TaskOnly""]","[""d12d1d4bd03b6e6c8415624caf343a5f7917901c8cabba9bed06dba6406634c7"",""7f27850653151cbc9b3197add52765ca9ad0a76f471bec76c3b6eda4ffb596c8"",""4dfd7fc1e73e2a37a7571d2d6c0afa228e75ba82671cb2dd99d0f2b587e87dc0""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,different_encoder_access
J,J (context),contextual_unmatched,continuous J16,U,utility:A/same_residence,0.5072556339497722,0.5279480627552794,0.020692428805507146,"[0.5115352750384559,0.5053474851588661,0.5048841416519948]","[0.5305128933496943,0.5242797932521767,0.529051501663967]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,U,attack:A/SEX,0.6935912072415439,0.6891862165620525,-0.004404990679491405,"[0.6980210270169095,0.6907465433078916,0.6920060513998304]","[0.6872233320565564,0.6885122870397847,0.6918230305898162]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,U,attack:A/RAC1P,1.2881757742481756,1.29035731680304,0.0021815425548643574,"[1.3004087982300723,1.2751625322606743,1.2889559922537803]","[1.2980539739565906,1.2836079557845248,1.2894100206680048]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,U,attack:AB/SEX,0.6914779464006321,0.6911249225791442,-0.0003530238214879411,"[0.6922217004420568,0.6902060873600093,0.6920060513998304]","[0.6910400535430347,0.6902060873600093,0.6921286268343886]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,U,attack:AB/RAC1P,1.2728276150176958,1.2726268638981353,-0.00020075111956052716,"[1.2760038536599414,1.2669268343595639,1.2755521570335824]","[1.2726276451730927,1.269401611691914,1.275851334829399]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,PWGTP,utility:A/same_residence,0.4806639985693339,0.5040369220655553,0.023372923496221387,"[0.4888686520353976,0.4756120692615568,0.4775112744110471]","[0.5094748860755409,0.49740766808427195,0.5052282120368531]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,PWGTP,attack:A/SEX,0.6954579337223095,0.6874126888787053,-0.008045244843604138,"[0.7011046598436796,0.691586193988067,0.6936829473351818]","[0.685536611275387,0.6857319181281643,0.6909695372325648]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,PWGTP,attack:A/RAC1P,1.292757802660056,1.2935196476151347,0.0007618449550788053,"[1.3099203444507428,1.2740271468606088,1.2943259166688164]","[1.3074815983060426,1.28081143076758,1.2922659137717816]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
J,J (context),contextual_unmatched,continuous J16,PWGTP,attack:AB/SEX,0.6925331852285419,0.6890930317957947,-0.0034401534327471728,"[0.6962816259424354,0.6876349824080088,0.6936829473351818]","[0.6882325009820122,0.6876349824080088,0.6914116119973635]","[""J"",""J"",""J""]","[""d0039a1ac6386d252f4a9b70104cc703e98699b9a9bb65365fda8402390781f2"",""1ba474b4246c49a5b17788c3855a844d265a0ff5df13de4887d7bcd8b443682b"",""0bbf4fbd5db9ecc52263781883452b900ea28e490fb69edf8efd78ad641568a4""]",4f894f98af67fd2a79e35ad3697971041aa53451b292b8bdf9691c8dd761f484,true,contextual_unmatched
